5817,Calculating,a.,"Given to contrivance or forethought; forecasting; scheming; as, a cool calculating disposition."
5818,Calculating,n.,The act or process of making mathematical computations or of estimating results.
5819,Calculation,n.,"The act or process, or the result, of calculating; computation; reckoning, estimate."
5820,Calculation,n.,An expectation based on circumstances.
5821,Calculative,a.,Of or pertaining to calculation; involving calculation.
5822,Calculator,n.,"One who computes or reckons: one who estimates or considers the force and effect of causes, with a view to form a correct estimate of the effects."
5823,Calculatory,a.,Belonging to calculation.
5824,Calcule,n.,Reckoning; computation.
5825,Calcule,v. i.,To calculate
5826,Calculi,n. pl.,See Calculus.
5827,Calculous,a.,"Of the nature of a calculus; like stone; gritty; as, a calculous concretion."
5828,Calculous,a.,"Caused, or characterized, by the presence of a calculus or calculi; a, a calculous disorder; affected with gravel or stone; as, a calculous person."
5829,Calculi,pl. ,of Calculus
5830,Calculus,n.,"Any solid concretion, formed in any part of the body, but most frequent in the organs that act as reservoirs, and in the passages connected with them; as, biliary calculi; urinary calculi, etc."
5831,Calculus,n.,A method of computation; any process of reasoning by the use of symbols; any branch of mathematics that may involve calculation.
5832,Caldron,n.,"A large kettle or boiler of copper, brass, or iron. [Written also cauldron.]"
5833,Caleche,n.,See Calash.
5834,Caledonia,n.,The ancient Latin name of Scotland; -- still used in poetry.
5835,Caledonian,a.,Of or pertaining to Caledonia or Scotland; Scottish; Scotch.
5836,Caledonian,n.,A native or inhabitant of Caledonia or Scotland.
5837,Caledonite,n.,"A hydrous sulphate of copper and lead, found in some parts of Caledonia or Scotland."
5838,Calefacient,a.,Making warm; heating.
5839,Calefacient,n.,"A substance that excites warmth in the parts to which it is applied, as mustard."
5840,Calefaction,n.,"The act of warming or heating; the production of heat in a body by the action of fire, or by communication of heat from other bodies."
5841,Calefaction,n.,The state of being heated.
5842,Calefactive,a.,See Calefactory.
5843,Calefactor,n.,"A heater; one who, or that which, makes hot, as a stove, etc."
5844,Calefactory,a.,Making hot; producing or communicating heat.
5845,Calefactory,n.,"An apartment in a monastery, warmed and used as a sitting room."
5846,Calefactory,n.,"A hollow sphere of metal, filled with hot water, or a chafing dish, placed on the altar in cold weather for the priest to warm his hands with."
5847,Calefied,imp. & p. p.,of Calefy
5848,Calefying,p. pr. & vb. n.,of Calefy
5849,Calefy,v. i.,To make warm or hot.
5850,Calefy,v. i.,To grow hot or warm.
5851,Calembour,n.,A pun.
5852,Calendar,n.,"An orderly arrangement of the division of time, adapted to the purposes of civil life, as years, months, weeks, and days; also, a register of the year with its divisions; an almanac."
5853,Calendar,n.,"A tabular statement of the dates of feasts, offices, saints' days, etc., esp. of those which are liable to change yearly according to the varying date of Easter."
5854,Calendar,n.,"An orderly list or enumeration of persons, things, or events; a schedule; as, a calendar of state papers; a calendar of bills presented in a legislative assembly; a calendar of causes arranged for trial in court; a calendar of a college or an academy."
5855,Calendared,imp. & p. p.,of Calendar
5856,Calendaring,p. pr. & vb. n.,of Calendar
5857,Calendar,v. t.,To enter or write in a calendar; to register.
5858,Calendarial,a.,Of or pertaining to the calendar or a calendar.
5859,Calendary,a.,Calendarial.
5860,Calender,n.,"A machine, used for the purpose of giving cloth, paper, etc., a smooth, even, and glossy or glazed surface, by cold or hot pressure, or for watering them and giving them a wavy appearance. It consists of two or more cylinders revolving nearly in contact, with the necessary apparatus for moving and regulating."
5861,Calender,n.,One who pursues the business of calendering.
5862,Calendered,imp. & p. p.,of Calender
5863,Calendering,p. pr. & vb. n.,of Calender
5864,Calender,n.,"To press between rollers for the purpose of making smooth and glossy, or wavy, as woolen and silk stuffs, linens, paper, etc."
5865,Calender,n.,One of a sect or order of fantastically dressed or painted dervishes.
5866,Calendographer,n.,One who makes calendars.
5867,Calendrer,n.,A person who calenders cloth; a calender.
5868,Calendric,a.,Alt. of Calendrical
5869,Calendrical,a.,Of or pertaining to a calendar.
5870,Calends,n. pl.,The first day of each month in the ancient Roman calendar.
5871,Calendula,n.,"A genus of composite herbaceous plants. One species, Calendula officinalis, is the common marigold, and was supposed to blossom on the calends of every month, whence the name."
5872,Calendulin,n.,"A gummy or mucilaginous tasteless substance obtained from the marigold or calendula, and analogous to bassorin."
5873,Calenture,n.,"A name formerly given to various fevers occuring in tropics; esp. to a form of furious delirium accompanied by fever, among sailors, which sometimes led the affected person to imagine the sea to be a green field, and to throw himself into it."
5874,Calenture,v. i.,To see as in the delirium of one affected with calenture.
5875,Calescence,n.,Growing warmth; increasing heat.
5876,Calves,pl. ,of Calf
5877,Calf,n.,"The young of the cow, or of the Bovine family of quadrupeds. Also, the young of some other mammals, as of the elephant, rhinoceros, hippopotamus, and whale."
5878,Calf,n.,"Leather made of the skin of the calf; especially, a fine, light-colored leather used in bookbinding; as, to bind books in calf."
5879,Calf,n.,An awkward or silly boy or young man; any silly person; a dolt.
5880,Calf,n.,"A small island near a larger; as, the Calf of Man."
5881,Calf,n.,"A small mass of ice set free from the submerged part of a glacier or berg, and rising to the surface."
5882,Calf,n.,The fleshy hinder part of the leg below the knee.
5883,Calfskin,n.,The hide or skin of a calf; or leather made of the skin.
5884,Cali,n.,The tenth avatar or incarnation of the god Vishnu.
5885,Caliber,n.,Alt. of Calibre
5886,Calibre,n.,"The diameter of the bore, as a cannon or other firearm, or of any tube; or the weight or size of the projectile which a firearm will carry; as, an 8 inch gun, a 12-pounder, a 44 caliber."
5887,Calibre,n.,"The diameter of round or cylindrical body, as of a bullet or column."
5888,Calibre,n.,Fig.: Capacity or compass of mind.
5889,Calibrate,v. i.,"To ascertain the caliber of, as of a thermometer tube; also, more generally, to determine or rectify the graduation of, as of the various standards or graduated instruments."
5890,Calibration,n.,"The process of estimating the caliber a tube, as of a thermometer tube, in order to graduate it to a scale of degrees; also, more generally, the determination of the true value of the spaces in any graduated instrument."
5891,Calice,n.,See Chalice.
5892,Calicle,n.,"One of the small cuplike cavities, often with elevated borders, covering the surface of most corals. Each is formed by a polyp. (b) One of the cuplike structures inclosing the zooids of certain hydroids. See Campanularian."
5893,Calicoes,pl. ,of Calico
5894,Calico,n.,"Plain white cloth made from cotton, but which receives distinctive names according to quality and use, as, super calicoes, shirting calicoes, unbleached calicoes, etc."
5895,Calico,n.,Cotton cloth printed with a figured pattern.
5896,Calico,a.,"Made of, or having the appearance of, calico; -- often applied to an animal, as a horse or cat, on whose body are large patches of a color strikingly different from its main color."
5897,Calicoback,n.,The calico bass.
5898,Calicoback,n.,An hemipterous insect (Murgantia histrionica) which injures the cabbage and other garden plants; -- called also calico bug and harlequin cabbage bug.
5899,Calicular,a.,Alt. of Caliculate
5900,Caliculate,a.,"Relating to, or resembling, a cup; also improperly used for calycular, calyculate."
5901,Calid,a.,Hot; burning; ardent.
5902,Calidity,n.,Heat.
5903,Caliduct,n.,A pipe or duct used to convey hot air or steam.
5904,Calif,n.,Alt. of Califate
5905,Califate,n.,"Same as Caliph, Caliphate, etc."
5906,Californian,a.,Of or pertaining to California.
5907,Californian,n.,A native or inhabitant of California.
5908,Caligation,n.,Dimness; cloudiness.
5909,Caliginosity,n.,Darkness.
5910,Caliginous,a.,Affected with darkness or dimness; dark; obscure.
5911,Caligo,n.,"Dimness or obscurity of sight, dependent upon a speck on the cornea; also, the speck itself."
5912,Caligraphic,a.,See Calligraphic.
5913,Caligraphy,n.,See Caligraphy.
5914,Calin,n.,"An alloy of lead and tin, of which the Chinese make tea canisters."
5915,Calipash,n.,"A part of a turtle which is next to the upper shell. It contains a fatty and gelatinous substance of a dull greenish tinge, much esteemed as a delicacy in preparations of turtle."
5916,Calipee,n.,"A part of a turtle which is attached to the lower shell. It contains a fatty and gelatinous substance of a light yellowish color, much esteemed as a delicacy."
5917,Calipers,n. pl.,"An instrument, usually resembling a pair of dividers or compasses with curved legs, for measuring the diameter or thickness of bodies, as of work shaped in a lathe or planer, timber, masts, shot, etc.; or the bore of firearms, tubes, etc.; -- called also caliper compasses, or caliber compasses."
5918,Caliph,n.,"Successor or vicar; -- a title of the successors of Mohammed both as temporal and spiritual rulers, now used by the sultans of Turkey."
5919,Caliphate,n.,"The office, dignity, or government of a caliph or of the caliphs."
5920,Calippic,a.,"Of or pertaining to Calippus, an Athenian astronomer."
5921,Calisaya bark,,"A valuable kind of Peruvian bark obtained from the Cinchona Calisaya, and other closely related species."
5922,Calistheneum,n.,A gymnasium; esp. one for light physical exercise by women and children.
5923,Calisthenis,a.,Of or pertaining to calisthenics.
5924,Calisthenics,n.,"The science, art, or practice of healthful exercise of the body and limbs, to promote strength and gracefulness; light gymnastics."
5925,Caliver,n.,"An early form of hand gun, variety of the arquebus; originally a gun having a regular size of bore."
5926,Calix,n.,A cup. See Calyx.
5927,Calked,imp. &p. p.,of Calk
5928,Calking,p. pr. & vb. n.,of Calk
5929,Calk,v. t.,"To drive tarred oakum into the seams between the planks of (a ship, boat, etc.), to prevent leaking. The calking is completed by smearing the seams with melted pitch."
5930,Calk,v. t.,"To make an indentation in the edge of a metal plate, as along a seam in a steam boiler or an iron ship, to force the edge of the upper plate hard against the lower and so fill the crevice."
5931,Calk,v. t.,"To copy, as a drawing, by rubbing the back of it with red or black chalk, and then passing a blunt style or needle over the lines, so as to leave a tracing on the paper or other thing against which it is laid or held."
5932,Calk,n.,"A sharp-pointed piece of iron or steel projecting downward on the shoe of a horse or an ox, to prevent the animal from slipping; -- called also calker, calkin."
5933,Calk,n.,"An instrument with sharp points, worn on the sole of a shoe or boot, to prevent slipping."
5934,Calk,v. i.,"To furnish with calks, to prevent slipping on ice; as, to calk the shoes of a horse or an ox."
5935,Calk,v. i.,To wound with a calk; as when a horse injures a leg or a foot with a calk on one of the other feet.
5936,Calker,n.,One who calks.
5937,Calker,n.,"A calk on a shoe. See Calk, n., 1."
5938,Calkin,n.,"A calk on a shoe. See Calk, n., 1."
5939,Calking,n.,"The act or process of making seems tight, as in ships, or of furnishing with calks, as a shoe, or copying, as a drawing."
5940,Called,imp. & p. p.,of Call
5941,Calling,p. pr. & vb. n.,of Call
5942,Call,v. t.,"To command or request to come or be present; to summon; as, to call a servant."
5943,Call,v. t.,"To summon to the discharge of a particular duty; to designate for an office, or employment, especially of a religious character; -- often used of a divine summons; as, to be called to the ministry; sometimes, to invite; as, to call a minister to be the pastor of a church."
5944,Call,v. t.,"To invite or command to meet; to convoke; -- often with together; as, the President called Congress together; to appoint and summon; as, to call a meeting of the Board of Aldermen."
5945,Call,v. t.,"To give name to; to name; to address, or speak of, by a specifed name."
5946,Call,v. t.,To regard or characterize as of a certain kind; to denominate; to designate.
5947,Call,v. t.,"To state, or estimate, approximately or loosely; to characterize without strict regard to fact; as, they call the distance ten miles; he called it a full day's work."
5948,Call,v. t.,"To show or disclose the class, character, or nationality of."
5949,Call,v. t.,"To utter in a loud or distinct voice; -- often with off; as, to call, or call off, the items of an account; to call the roll of a military company."
5950,Call,v. t.,To invoke; to appeal to.
5951,Call,v. t.,To rouse from sleep; to awaken.
5952,Call,v. i.,To speak in loud voice; to cry out; to address by name; -- sometimes with to.
5953,Call,v. i.,"To make a demand, requirement, or request."
5954,Call,v. i.,"To make a brief visit; also, to stop at some place designated, as for orders."
5955,Call,n.,"The act of calling; -- usually with the voice, but often otherwise, as by signs, the sound of some instrument, or by writing; a summons; an entreaty; an invitation; as, a call for help; the bugle's call."
5956,Call,n.,"A signal, as on a drum, bugle, trumpet, or pipe, to summon soldiers or sailors to duty."
5957,Call,n.,An invitation to take charge of or serve a church as its pastor.
5958,Call,n.,A requirement or appeal arising from the circumstances of the case; a moral requirement or appeal.
5959,Call,n.,A divine vocation or summons.
5960,Call,n.,Vocation; employment.
5961,Call,n.,"A short visit; as, to make a call on a neighbor; also, the daily coming of a tradesman to solicit orders."
5962,Call,n.,A note blown on the horn to encourage the hounds.
5963,Call,n.,"A whistle or pipe, used by the boatswain and his mate, to summon the sailors to duty."
5964,Call,n.,The cry of a bird; also a noise or cry in imitation of a bird; or a pipe to call birds by imitating their note or cry.
5965,Call,n.,"A reference to, or statement of, an object, course, distance, or other matter of description in a survey or grant requiring or calling for a corresponding object, etc., on the land."
5966,Call,n.,"The privilege to demand the delivery of stock, grain, or any commodity, at a fixed, price, at or within a certain time agreed on."
5967,Call,n.,"See Assessment, 4."
5968,Calla,n.,"A genus of plants, of the order Araceae."
5969,Callat,n.,Same as Callet.
5970,Calle,n.,A kind of head covering; a caul.
5971,Caller,n.,One who calls.
5972,Caller,a.,"Cool; refreshing; fresh; as, a caller day; the caller air."
5973,Caller,a.,"Fresh; in good condition; as, caller berrings."
5974,Callet,n.,A trull or prostitute; a scold or gossip.
5975,Callet,v. i.,To rail or scold.
5976,Callid,a.,Characterized by cunning or shrewdness; crafty.
5977,Callidity,n.,Acuteness of discernment; cunningness; shrewdness.
5978,Calligrapher,n.,One skilled in calligraphy; a good penman.
5979,Calligraphic,a.,Alt. of Calligraphical
5980,Calligraphical,a.,Of or pertaining to calligraphy.
5981,Calligraphist,n.,A calligrapher
5982,Calligraphy,n.,Fair or elegant penmanship.
5983,Calling,n.,"The act of one who calls; a crying aloud, esp. in order to summon, or to attact the attention of, some one."
5984,Calling,n.,"A summoning or convocation, as of Parliament."
5985,Calling,n.,"A divine summons or invitation; also, the state of being divinely called."
5986,Calling,n.,"A naming, or inviting; a reading over or reciting in order, or a call of names with a view to obtaining an answer, as in legislative bodies."
5987,Calling,n.,"One's usual occupation, or employment; vocation; business; trade."
5988,Calling,n.,"The persons, collectively, engaged in any particular professions or employment."
5989,Calling,n.,Title; appellation; name.
5990,Calliope,n.,"The Muse that presides over eloquence and heroic poetry; mother of Orpheus, and chief of the nine Muses."
5991,Calliope,n.,One of the asteroids. See Solar.
5992,Calliope,n.,"A musical instrument consisting of a series of steam whistles, toned to the notes of the scale, and played by keys arranged like those of an organ. It is sometimes attached to steamboat boilers."
5993,Calliope,n.,A beautiful species of humming bird (Stellula Calliope) of California and adjacent regions.
5994,Calliopsis,n.,"A popular name given to a few species of the genus Coreopsis, especially to C. tinctoria of Arkansas."
5995,Callipash,n.,See Calipash.
5996,Callipee,n.,See Calipee.
5997,Callipers,n. pl.,See Calipers.
5998,Callisection,n.,Painless vivisection; -- opposed to sentisection.
5999,Callisthenic,n.,Alt. of Callisthenics
6000,Callisthenics,n.,"See Calisthenic, Calisthenics."
6001,Callithump,n.,"A somewhat riotous parade, accompanied with the blowing of tin horns, and other discordant noises; also, a burlesque serenade; a charivari."
6002,Callithumpian,a.,"Of, pertaining to, or resembling, a callithump."
6003,Callosan,a.,Of the callosum.
6004,Callose,a.,Furnished with protuberant or hardened spots.
6005,Callosities,pl. ,of Callosity
6006,Callosity,n.,"A hard or thickened spot or protuberance; a hardening and thickening of the skin or bark of a part, eps. as a result of continued pressure or friction."
6007,Callosum,n.,"The great band commissural fibers which unites the two cerebral hemispheres. See corpus callosum, under Carpus."
6008,Callot,n.,A plant coif or skullcap. Same as Calotte.
6009,Callous,a.,Hardened; indurated.
6010,Callous,a.,Hardened in mind; insensible; unfeeling; unsusceptible.
6011,Callow,a.,Destitute of feathers; naked; unfledged.
6012,Callow,a.,"Immature; boyish; ""green""; as, a callow youth."
6013,Callow,n.,A kind of duck. See Old squaw.
6014,Callus,n.,Same as Callosity
6015,Callus,n.,"The material of repair in fractures of bone; a substance exuded at the site of fracture, which is at first soft or cartilaginous in consistence, but is ultimately converted into true bone and unites the fragments into a single piece."
6016,Callus,n.,"The new formation over the end of a cutting, before it puts out rootlets."
6017,Calm,n.,"Freedom from motion, agitation, or disturbance; a cessation or absence of that which causes motion or disturbance, as of winds or waves; tranquility; stillness; quiet; serenity."
6018,Calmed,imp. & p. p.,of Calm
6019,Calming,p. pr. & vb. n.,of Calm
6020,Calm,n.,"To make calm; to render still or quiet, as elements; as, to calm the winds."
6021,Calm,n.,"To deliver from agitation or excitement; to still or soothe, as the mind or passions."
6022,Calm,super.,"Not stormy; without motion, as of winds or waves; still; quiet; serene; undisturbed."
6023,Calm,super.,Undisturbed by passion or emotion; not agitated or excited; tranquil; quiet in act or speech.
6024,Calmer,n.,"One who, or that which, makes calm."
6025,Calmly,adv.,In a calm manner.
6026,Calmness,n.,The state of quality of being calm; quietness; tranquillity; self-repose.
6027,Calmucks,n. pl.,"A branch of the Mongolian race inhabiting parts of the Russian and Chinese empires; also (sing.), the language of the Calmucks."
6028,Calmy,n.,Tranquil; peaceful; calm.
6029,Calomel,n.,"Mild chloride of mercury, Hg2Cl2, a heavy, white or yellowish white substance, insoluble and tasteless, much used in medicine as a mercurial and purgative; mercurous chloride. It occurs native as the mineral horn quicksilver."
6030,Calorescence,n.,The conversion of obscure radiant heat into light; the transmutation of rays of heat into others of higher refrangibility.
6031,E,,The fifth letter of the English alphabet.
6032,E,,E is the third tone of the model diatonic scale. E/  (E flat) is a tone which is intermediate between D and E.
6033,E-,,"A Latin prefix meaning out, out of, from; also, without. See Ex-."
6034,Each,a. / a. pron.,"Every one of the two or more individuals composing a number of objects, considered separately from the rest. It is used either with or without a following noun; as, each of you or each one of you."
6035,Each,a. / a. pron.,Every; -- sometimes used interchangeably with every.
6036,Eachwhere,adv.,Everywhere.
6037,Eadish,n.,See Eddish.
6038,Eager,a.,Sharp; sour; acid.
6039,Eager,a.,Sharp; keen; bitter; severe.
6040,Eager,a.,"Excited by desire in the pursuit of any object; ardent to pursue, perform, or obtain; keenly desirous; hotly longing; earnest; zealous; impetuous; vehement; as, the hounds were eager in the chase."
6041,Eager,a.,Brittle; inflexible; not ductile.
6042,Eager,n.,Same as Eagre.
6043,Eagerly,adv.,In an eager manner.
6044,Eagerness,n.,The state or quality of being eager; ardent desire.
6045,Eagerness,n.,Tartness; sourness.
6046,Eagle,n.,"Any large, rapacious bird of the Falcon family, esp. of the genera Aquila and Haliaeetus. The eagle is remarkable for strength, size, graceful figure, keenness of vision, and extraordinary flight. The most noted species are the golden eagle (Aquila chrysaetus); the imperial eagle of Europe (A. mogilnik / imperialis); the American bald eagle (Haliaeetus leucocephalus); the European sea eagle (H. albicilla); and the great harpy eagle (Thrasaetus harpyia). The figure of the eagle, as the king of birds, is commonly used as an heraldic emblem, and also for standards and emblematic devices. See Bald eagle, Harpy, and Golden eagle."
6047,Eagle,n.,"A gold coin of the United States, of the value of ten dollars."
6048,Eagle,n.,"A northern constellation, containing Altair, a star of the first magnitude. See Aquila."
6049,Eagle,n.,"The figure of an eagle borne as an emblem on the standard of the ancient Romans, or so used upon the seal or standard of any people."
6050,Eagle-eyed,a.,Sharp-sighted as an eagle.
6051,Eagle-sighted,a.,Farsighted and strong-sighted; sharp-sighted.
6052,Eagless,n.,A female or hen eagle.
6053,Eaglestone,n.,"A concretionary nodule of clay ironstone, of the size of a walnut or larger, so called by the ancients, who believed that the eagle transported these stones to her nest to facilitate the laying of her eggs; aetites."
6054,Eaglet,n.,"A young eagle, or a diminutive eagle."
6055,Eagle-winged,a.,"Having the wings of an eagle; swift, or soaring high, like an eagle."
6056,Eaglewood,n.,A kind of fragrant wood. See Agallochum.
6057,Eagrass,n.,See Eddish.
6058,Eagre,n.,"A wave, or two or three successive waves, of great height and violence, at flood tide moving up an estuary or river; -- commonly called the bore. See Bore."
6059,Ealderman,n.,Alt. of Ealdorman
6060,Ealdorman,n.,An alderman.
6061,Eale,n.,Ale.
6062,Eame,n.,Uncle.
6063,Ean,v. t. & i.,"To bring forth, as young; to yean."
6064,Eanling,n.,A lamb just brought forth; a yeanling.
6065,Ear,n.,The organ of hearing; the external ear.
6066,Ear,n.,"The sense of hearing; the perception of sounds; the power of discriminating between different tones; as, a nice ear for music; -- in the singular only."
6067,Ear,n.,"That which resembles in shape or position the ear of an animal; any prominence or projection on an object, -- usually one for support or attachment; a lug; a handle; as, the ears of a tub, a skillet, or dish. The ears of a boat are outside kneepieces near the bow. See Illust. of Bell."
6068,Ear,n.,Same as Acroterium.
6069,Ear,n.,Same as Crossette.
6070,Ear,n.,Privilege of being kindly heard; favor; attention.
6071,Eared,imp. & p. p.,of Ear
6072,Earing,p. pr. & vb. n.,of Ear
6073,Ear,v. t.,To take in with the ears; to hear.
6074,Ear,n.,"The spike or head of any cereal  (as, wheat, rye, barley, Indian corn, etc.), containing the kernels."
6075,Ear,v. i.,"To put forth ears in growing; to form ears, as grain; as, this corn ears well."
6076,Ear,v. t.,To plow or till; to cultivate.
6077,Earable,a.,Arable; tillable.
6078,Earache,n.,Ache or pain in the ear.
6079,Earal,a.,Receiving by the ear.
6080,Ear-bored,a.,Having the ear perforated.
6081,Earcap,n.,A cap or cover to protect the ear from cold.
6082,Earcockle,n.,"A disease in wheat, in which the blackened and contracted grain, or ear, is filled with minute worms."
6083,Eardrop,n.,"A pendant for the ear; an earring; as, a pair of eardrops."
6084,Eardrop,n.,A species of primrose. See Auricula.
6085,Eardrum,n.,The tympanum. See Illust. of Ear.
6086,Eared,a.,"Having (such or so many) ears; -- used in composition; as, long-eared-eared; sharp-eared; full-eared; ten-eared."
6087,Eared,a.,Having external ears; having tufts of feathers resembling ears.
6088,Eariness,n.,"Fear or timidity, especially of something supernatural."
6089,Earing,n.,A line used to fasten the upper corners of a sail to the yard or gaff; -- also called head earing.
6090,Earing,n.,A line for hauling the reef cringle to the yard; -- also called reef earing.
6091,Earing,n.,A line fastening the corners of an awning to the rigging or stanchions.
6092,Earing,n.,"Coming into ear, as corn."
6093,Earing,n.,A plowing of land.
6094,Earl,n.,"A nobleman of England ranking below a marquis, and above a viscount. The rank of an earl corresponds to that of a count (comte) in France, and graf in Germany. Hence the wife of an earl is still called countess. See Count."
6095,Earl,n.,The needlefish.
6096,Earlap,n.,The lobe of the ear.
6097,Earldom,n.,The jurisdiction of an earl; the territorial possessions of an earl.
6098,Earldom,n.,"The status, title, or dignity of an earl."
6099,Earldorman,n.,Alderman.
6100,Earlduck,n.,The red-breasted merganser (Merganser serrator).
6101,Earles penny,,Earnest money. Same as Arles penny.
6102,Earless,a.,"Without ears; hence, deaf or unwilling to hear."
6103,Earlet,n.,An earring.
6104,Earliness,n.,The state of being early or forward; promptness.
6105,Earl marshal,,"An officer of state in England who marshals and orders all great ceremonials, takes cognizance of matters relating to honor, arms, and pedigree, and directs the proclamation of peace and war. The court of chivalry was formerly under his jurisdiction, and he is still the head of the herald's office or college of arms."
6106,Earlock,n.,A lock or curl of hair near the ear; a lovelock. See Lovelock.
6107,Early,adv.,"Soon; in good season; seasonably; betimes; as, come early."
6108,Early,adv.,"In advance of the usual or appointed time; in good season; prior in time; among or near the first; -- opposed to late; as, the early bird; an early spring; early fruit."
6109,Early,adv.,"Coming in the first part of a period of time, or among the first of successive acts, events, etc."
6110,Earmark,n.,"A mark on the ear of sheep, oxen, dogs, etc., as by cropping or slitting."
6111,Earmark,n.,A mark for identification; a distinguishing mark.
6112,Earmarked,imp. & p. p.,of Earmark
6113,Earmarking,p. pr. & vb. n.,of Earmark
6114,Earmark,v. t.,"To mark, as sheep, by cropping or slitting the ear."
6115,Earn,n.,"See Ern, n."
6116,Earned,imp. & p. p.,of Earn
6117,Earning,p. pr. & vb. n.,of Earn
6118,Earn,v. t.,"To merit or deserve, as by labor or service; to do that which entitles one to (a reward, whether the reward is received or not)."
6119,Earn,v. t.,"To acquire by labor, service, or performance; to deserve and receive as compensation or wages; as, to earn a good living; to earn honors or laurels."
6120,Earn,v. t. & i.,To grieve.
6121,Earn,v. i.,To long; to yearn.
6122,Earn,v. i.,"To curdle, as milk."
6123,Earnest,n.,Seriousness; reality; fixed determination; eagerness; intentness.
6124,Earnest,a.,"Ardent in the pursuit of an object; eager to obtain or do; zealous with sincerity; with hearty endeavor; heartfelt; fervent; hearty; -- used in a good sense; as, earnest prayers."
6125,Earnest,a.,"Intent; fixed closely; as, earnest attention."
6126,Earnest,a.,Serious; important.
6127,Earnest,v. t.,To use in earnest.
6128,Earnest,n.,"Something given, or a part paid beforehand, as a pledge; pledge; handsel; a token of what is to come."
6129,Earnest,n.,"Something of value given by the buyer to the seller, by way of token or pledge, to bind the bargain and prove the sale."
6130,Earnestful,a.,Serious.
6131,Earnestly,adv.,In an earnest manner.
6132,Earnestness,n.,The state or quality of being earnest; intentness; anxiety.
6133,Earnful,a.,Full of anxiety or yearning.
6134,Earnings,pl. ,of Earning
6135,Earning,n.,That which is earned; wages gained by work or services; money earned; -- used commonly in the plural.
6136,Earpick,n.,An instrument for removing wax from the ear.
6137,Ear-piercer,n.,The earwig.
6138,Earreach,n.,Earshot.
6139,Earring,n.,"An ornament consisting of a ring passed through the lobe of the ear, with or without a pendant."
6140,Earsh,n.,See Arrish.
6141,Ear-shell,n.,A flattened marine univalve shell of the genus Haliotis; -- called also sea-ear. See Abalone.
6142,Earshot,n.,Reach of the ear; distance at which words may be heard.
6143,Earshrift,n.,A nickname for auricular confession; shrift.
6144,Earsore,n.,An annoyance to the ear.
6145,Ear-splitting,a.,"Deafening; disagreeably loud or shrill; as, ear-splitting strains."
6146,Earst,adv.,See Erst.
6147,Earth,n.,"The globe or planet which we inhabit; the world, in distinction from the sun, moon, or stars. Also, this world as the dwelling place of mortals, in distinction from the dwelling place of spirits."
6148,Earth,n.,"The solid materials which make up the globe, in distinction from the air or water; the dry land."
6149,Earth,n.,"The softer inorganic matter composing part of the surface of the globe, in distinction from the firm rock; soil of all kinds, including gravel, clay, loam, and the like; sometimes, soil favorable to the growth of plants; the visible surface of the globe; the ground; as, loose earth; rich earth."
6150,Earth,n.,A part of this globe; a region; a country; land.
6151,Earth,n.,"Worldly things, as opposed to spiritual things; the pursuits, interests, and allurements of this life."
6152,Earth,n.,The people on the globe.
6153,Earth,n.,"Any earthy-looking metallic oxide, as alumina, glucina, zirconia, yttria, and thoria."
6154,Earth,n.,"A similar oxide, having a slight alkaline reaction, as lime, magnesia, strontia, baryta."
6155,Earth,n.,"A hole in the ground, where an animal hides himself; as, the earth of a fox."
6156,Earthed,imp. & p. p.,of Earth
6157,Earthing,p. pr. & vb. n.,of Earth
6158,Earth,v. t.,"To hide, or cause to hide, in the earth; to chase into a burrow or den."
6159,Earth,v. t.,To cover with earth or mold; to inter; to bury; -- sometimes with up.
6160,Earth,v. i.,To burrow.
6161,Earth,n.,A plowing.
6162,Earthbag,n.,"A bag filled with earth, used commonly to raise or repair a parapet."
6163,Earthbank,n.,A bank or mound of earth.
6164,Earthboard,n.,"The part of a plow, or other implement, that turns over the earth; the moldboard."
6165,Earthborn,a.,Born of the earth; terrigenous; springing originally from the earth; human.
6166,Earthborn,a.,"Relating to, or occasioned by, earthly objects."
6167,Earthbred,a.,Low; grovelling; vulgar.
6168,Earthdin,n.,An earthquake.
6169,Earthdrake,n.,A mythical monster of the early Anglo-Saxon literature; a dragon.
6170,Earthen,a.,"Made of earth; made of burnt or baked clay, or other like substances; as, an earthen vessel or pipe."
6171,Earthen-hearted,a.,Hard-hearted; sordid; gross.
6172,Earthenware,n.,"Vessels and other utensils, ornaments, or the like, made of baked clay. See Crockery, Pottery, Stoneware, and Porcelain."
6173,Earth flax,,A variety of asbestus. See Amianthus.
6174,Earthfork,n.,A pronged fork for turning up the earth.
6175,Earthiness,n.,"The quality or state of being earthy, or of containing earth; hence, grossness."
6176,Earthliness,n.,The quality or state of being earthly; worldliness; grossness; perishableness.
6177,Earthling,n.,An inhabitant of the earth; a mortal.
6178,Earthly,a.,"Pertaining to the earth; belonging to this world, or to man's existence on the earth; not heavenly or spiritual; carnal; worldly; as, earthly joys; earthly flowers; earthly praise."
6179,Earthly,a.,Of all things on earth; possible; conceivable.
6180,Earthly,a.,Made of earth; earthy.
6181,Earthly,adv.,In the manner of the earth or its people; worldly.
6182,Earthly-minded,a.,Having a mind devoted to earthly things; worldly-minded; -- opposed to spiritual-minded.
6183,Earthmad,n.,The earthworm.
6184,Earthnut,n.,"A name given to various roots, tubers, or pods grown under or on the ground"
